n_gt,n_pred,tp,fp,fn,precision,recall,f1,mean_dstart_ms,mean_dend_ms,recall_q1,f1_q1,recall_q2,f1_q2,recall_q3,f1_q3,tape,model,variant
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th30
0,1115,0,1115,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th30
16,996,1,995,15,0.001004016064257028,0.0625,0.001976284584980237,1123.0000000000473,218.00000000001774,0.0,,0.0,,1.0,1.0,UNKN_20250205.wav,v2_quality,len500_hop050_th30
1,1021,0,1021,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th30
3,1070,0,1070,3,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th30
57,1020,9,1011,48,0.008823529411764706,0.15789473684210525,0.016713091922005572,280.44444444440353,404.8888888888832,0.0,,0.12195121951219512,0.2,0.2857142857142857,0.34782608695652173,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th30
0,482,0,482,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th30
5,1035,0,1035,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th30
1,563,0,563,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th80
0,468,0,468,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th80
7,596,0,596,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th80
1,155,1,154,0,0.0064516129032258064,1.0,0.012820512820512822,341.0000000001219,378.00000000015643,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th80
1,308,0,308,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th80
37,220,11,209,26,0.05,0.2972972972972973,0.08560311284046693,298.8181818182024,360.8181818181774,0.21428571428571427,0.23999999999999996,0.3,0.3870967741935483,0.6666666666666666,0.28571428571428575,TINA_20250203_v2.wav,v2_quality,len500_hop050_th80
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th80
0,643,0,643,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th80
16,834,3,831,13,0.0035971223021582736,0.1875,0.007058823529411765,241.6666666666719,293.6666666666774,0.0,,0.18181818181818182,0.28571428571428575,1.0,0.5,UNKN_20250205.wav,v2_quality,len500_hop050_th80
1,432,0,432,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th80
3,658,1,657,2,0.001519756838905775,0.3333333333333333,0.00302571860816944,214.999999999975,317.0000000000073,,,0.3333333333333333,0.5,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th80
57,575,15,560,42,0.02608695652173913,0.2631578947368421,0.04746835443037974,231.73333333332948,348.06666666664034,0.0,,0.2682926829268293,0.3928571428571429,0.2857142857142857,0.2758620689655172,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th80
0,185,0,185,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th80
5,280,0,280,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th80
1,1210,0,1210,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th20
0,1264,0,1264,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th20
7,1235,0,1235,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th20
1,572,1,571,0,0.0017482517482517483,1.0,0.003490401396160559,341.0000000001219,428.00000000011096,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th20
1,977,0,977,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th20
37,822,2,820,35,0.0024330900243309003,0.05405405405405406,0.004656577415599535,314.00000000000006,365.99999999999966,0.0,,0.1,0.18181818181818182,0.0,,TINA_20250203_v2.wav,v2_quality,len500_hop050_th20
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th20
0,1127,0,1127,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250203_05.wav,v2_quality,len500_hop050_th20
16,933,1,932,15,0.0010718113612004287,0.0625,0.0021074815595363543,1123.0000000000473,218.00000000001774,0.0,,0.0,,1.0,1.0,UNKN_20250205.wav,v2_quality,len500_hop050_th20
1,1205,0,1205,1,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_(1).wav,v2_quality,len500_hop050_th20
3,961,0,961,3,0.0,0.0,0.0,,,,,0.0,,,,UNKN_20250205_2nd_obs.wav,v2_quality,len500_hop050_th20
57,916,7,909,50,0.007641921397379912,0.12280701754385964,0.014388489208633093,270.99999999995003,581.2857142856923,0.0,,0.07317073170731707,0.125,0.2857142857142857,0.38095238095238093,UNKN_20250205_3nd_obs.wav,v2_quality,len500_hop050_th20
0,547,0,547,0,0.0,0.0,0.0,,,,,,,,,UNKN_20250209.wav,v2_quality,len500_hop050_th20
5,1193,0,1193,5,0.0,0.0,0.0,,,,,0.0,,,,x_20250205_2nd_obs.wav,v2_quality,len500_hop050_th20
1,1247,0,1247,1,0.0,0.0,0.0,,,0.0,,,,,,388_20250204.wav,v2_quality,len500_hop050_th10
0,1365,0,1365,0,0.0,0.0,0.0,,,,,,,,,388_20250204_2nd_Obs.wav,v2_quality,len500_hop050_th10
7,1297,0,1297,7,0.0,0.0,0.0,,,0.0,,0.0,,,,4212_20250205.wav,v2_quality,len500_hop050_th10
1,608,1,607,0,0.001644736842105263,1.0,0.0032840722495894904,341.0000000001219,428.00000000011096,,,,,1.0,1.0,7919_20250203.wav,v2_quality,len500_hop050_th10
1,1203,0,1203,1,0.0,0.0,0.0,,,0.0,,,,,,PINK_20250203.wav,v2_quality,len500_hop050_th10
37,1121,2,1119,35,0.001784121320249777,0.05405405405405406,0.0034542314335060447,339.00000000000574,390.9999999999769,0.0,,0.1,0.18181818181818182,0.0,,TINA_20250203_v2.wav,v2_quality,len500_hop050_th10
52,0,0,0,52,0.0,0.0,0.0,,,,,0.0,,0.0,,UNKN_20250203_05.23.wav,v2_quality,len500_hop050_th10
